signal_date,trade_date,action,sector,from_sector,to_sector,rs20,score,reason,target_weight,nav_at_open,cycle_return,losing_cycle_streak
2024-10-16,2024-10-17,BUY,大数据,,大数据,1.6733057038075076,1.6733057038075076,ENTRY_TOP1,1.0,2194495.7851922023,,
2024-10-25,2024-10-28,SWITCH,低空经济,大数据,低空经济,1.8199752652996088,1.8199752652996088,STRONGER_RS20_MARGIN_2%,1.0,2263300.1157380617,,
2024-11-15,2024-11-18,SELL,低空经济,低空经济,,,,DOUBLE_MA20_BREAK,0.0,2379604.5376217975,0.08435138207083992,0.0
2024-12-02,2024-12-03,BUY,液冷,,液冷,1.1801816680429398,1.1801816680429398,ENTRY_TOP1,1.0,2379604.5376217975,,
2024-12-16,2024-12-17,SWITCH,商贸零售,液冷,商贸零售,1.157428366366698,1.157428366366698,STRONGER_RS20_MARGIN_2%,1.0,2459103.667966319,,
2024-12-23,2024-12-24,SELL,商贸零售,商贸零售,,,,DOUBLE_MA20_BREAK,0.0,2197944.0518521904,-0.07634062000535624,1.0
2025-01-24,2025-01-27,BUY,PCB,,PCB,1.1443730914772092,1.1443730914772092,ENTRY_TOP1,1.0,2197944.0518521904,,
2025-02-05,2025-02-06,SELL,PCB,PCB,,,,DOUBLE_MA20_BREAK,0.0,1974815.6501531205,-0.10151687050952973,2.0
2025-02-13,2025-02-14,BUY,传媒,,传媒,1.8362098495428316,1.8362098495428316,ENTRY_TOP1,1.0,1974815.6501531205,,
2025-02-14,2025-02-17,SELL,传媒,传媒,,,,SECTOR_DAILY_GAIN_OVER_10%_PAUSE,0.0,2113947.752031821,0.070453210084654,0.0
2025-02-17,2025-02-18,BUY,传媒,,传媒,1.9047509412497632,1.9047509412497632,ENTRY_TOP1,1.0,2113947.752031821,,
2025-03-04,2025-03-05,SELL,传媒,传媒,,,,DOUBLE_MA20_BREAK,0.0,1906129.8062133475,-0.09830798590870049,1.0
2025-03-12,2025-03-13,BUY,工程机械,,工程机械,1.1852366633496303,1.1852366633496303,ENTRY_TOP1,1.0,1906129.8062133475,,
