signal_date,trade_date,action,sector,from_sector,to_sector,rs20,score,reason,target_weight,nav_at_open,cycle_return,losing_cycle_streak
2024-04-22,2024-04-23,BUY,低空经济,,低空经济,1.2732757044736362,1.2732757044736362,ENTRY_TOP1,1.0,2506847.186636833,,
2024-05-24,2024-05-27,SELL,低空经济,低空经济,,,,DOUBLE_MA20_BREAK,0.0,2592960.6077301977,0.03435128457466674,0.0
2024-07-15,2024-07-16,BUY,消费电子,,消费电子,1.1360618814941432,1.1360618814941432,ENTRY_TOP1,1.0,2592960.6077301977,,
2024-07-19,2024-07-22,SELL,消费电子,消费电子,,,,MARKET_MA180_AND_SECTOR_MA10_BREAK,0.0,2522438.0885590264,-0.027197682433326542,1.0
2024-09-24,2024-09-25,BUY,保险,,保险,1.1919366616703178,1.1919366616703178,ENTRY_TOP1,1.0,2522438.0885590264,,
2024-09-30,2024-10-08,SELL,保险,保险,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,3343872.2860489353,0.32565088563151345,0.0
2024-10-16,2024-10-17,BUY,大数据,,大数据,1.6733057038075076,1.6733057038075076,ENTRY_TOP1,1.0,3343872.2860489353,,
2024-10-25,2024-10-28,SWITCH,低空经济,大数据,低空经济,1.8199752652996088,1.8199752652996088,STRONGER_RS20_MARGIN_4%,1.0,3448713.177348391,,
2024-10-28,2024-10-29,SELL,低空经济,低空经济,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,3639279.6939528612,0.08834290984628912,0.0
2024-10-29,2024-10-30,BUY,低空经济,,低空经济,1.9890120426478484,1.9890120426478484,ENTRY_TOP1,1.0,3639279.6939528612,,
2024-10-30,2024-10-31,SELL,低空经济,低空经济,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,3979883.063507295,0.09359087462290705,0.0
2024-10-31,2024-11-01,BUY,低空经济,,低空经济,2.2065716266087185,2.2065716266087185,ENTRY_TOP1,1.0,3979883.063507295,,
2024-11-15,2024-11-18,SELL,低空经济,低空经济,,,,DOUBLE_MA20_BREAK,0.0,3694077.3060320625,-0.07181260175603366,1.0
2024-12-02,2024-12-03,BUY,液冷,,液冷,1.1801816680429398,1.1801816680429398,ENTRY_TOP1,1.0,3694077.3060320625,,
2024-12-18,2024-12-19,SWITCH,纺织服饰,液冷,纺织服饰,1.1020676485780025,1.1020676485780025,STRONGER_RS20_MARGIN_4%,1.0,3590683.50798079,,
2024-12-23,2024-12-24,SWITCH,存储,纺织服饰,存储,1.1753449721735154,1.1753449721735154,STRONGER_RS20_MARGIN_4%,1.0,3591526.4396582805,,
2025-01-02,2025-01-03,SELL,存储,存储,,,,DOUBLE_MA20_BREAK,0.0,3228796.3010000633,-0.1259532398719002,2.0
2025-01-24,2025-01-27,BUY,PCB,,PCB,1.1443730914772092,1.1443730914772092,ENTRY_TOP1,1.0,3228796.3010000633,,
2025-02-05,2025-02-06,SELL,PCB,PCB,,,,DOUBLE_MA20_BREAK,0.0,2901019.0050097913,-0.10151687050952973,3.0
2025-03-13,2025-03-14,BUY,工程机械,,工程机械,1.1791171060029588,1.1791171060029588,ENTRY_TOP1,1.0,2901019.0050097913,,
2025-03-21,2025-03-24,SELL,工程机械,工程机械,,,,DOUBLE_MA20_BREAK,0.0,2869644.587643086,-0.010814964435780894,4.0
2025-05-07,2025-05-08,BUY,美容护理,,美容护理,1.1176640519099577,1.1176640519099577,ENTRY_TOP1,1.0,2869644.587643086,,
2025-05-09,2025-05-12,SWITCH,CPO,美容护理,CPO,1.3500569322330351,1.3500569322330351,STRONGER_RS20_MARGIN_4%,1.0,2917248.813538911,,
2025-07-08,2025-07-09,SWITCH,PCB,CPO,PCB,1.3458045394027771,1.3458045394027771,STRONGER_RS20_MARGIN_4%,1.0,3999591.157730413,,
2025-07-15,2025-07-16,SELL,PCB,PCB,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,4324585.538653735,0.5070108532867585,0.0
2025-07-16,2025-07-17,BUY,CPO,,CPO,1.3587754199823165,1.3587754199823165,ENTRY_TOP1,1.0,4324585.538653735,,
2025-07-25,2025-07-28,SWITCH,稀土永磁,CPO,稀土永磁,1.4412467296098284,1.4412467296098284,STRONGER_RS20_MARGIN_4%,1.0,4459498.029418205,,
2025-08-01,2025-08-04,SWITCH,CPO,稀土永磁,CPO,1.4255025380710662,1.4255025380710662,STRONGER_RS20_MARGIN_4%,1.0,4157561.373089471,,
2025-08-11,2025-08-12,SWITCH,液冷,CPO,液冷,1.4406709176601054,1.4406709176601054,STRONGER_RS20_MARGIN_4%,1.0,4293411.9892470315,,
2025-08-15,2025-08-18,SELL,液冷,液冷,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,5152337.983625146,0.19140619085293764,0.0
2025-08-18,2025-08-19,BUY,液冷,,液冷,1.8846340038394132,1.8846340038394132,ENTRY_TOP1,1.0,5152337.983625146,,
2025-08-28,2025-08-29,SELL,液冷,液冷,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,5606509.881599685,0.0881487005351671,0.0
2025-08-29,2025-09-01,BUY,CPO,,CPO,1.8274994811188299,1.8274994811188299,ENTRY_TOP1,1.0,5606509.881599685,,
2025-09-01,2025-09-02,SELL,CPO,CPO,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,5859747.514915175,0.04516849852465321,0.0
2025-09-02,2025-09-03,BUY,CPO,,CPO,1.8866071153233346,1.8866071153233346,ENTRY_TOP1,1.0,5859747.514915175,,
2025-09-05,2025-09-08,SELL,CPO,CPO,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,5595281.721829472,-0.0451326260069298,1.0
2025-09-08,2025-09-09,BUY,CPO,,CPO,1.6485210448308287,1.6485210448308287,ENTRY_TOP1,1.0,5595281.721829472,,
2025-09-11,2025-09-12,SELL,CPO,CPO,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,6305056.139676575,0.1268523111317137,0.0
2025-09-12,2025-09-15,BUY,储能,,储能,1.4099258688045164,1.4099258688045164,ENTRY_TOP1,1.0,6305056.139676575,,
2025-10-13,2025-10-14,SWITCH,存储,储能,存储,1.3749146591241588,1.3749146591241588,STRONGER_RS20_MARGIN_4%,1.0,6603792.074798679,,
2025-10-27,2025-10-28,SELL,存储,存储,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,7209026.690704869,0.14337232389411603,0.0
2025-10-28,2025-10-29,BUY,存储,,存储,1.2966513347375663,1.2966513347375663,ENTRY_TOP1,1.0,7209026.690704869,,
2025-11-05,2025-11-06,SWITCH,电网设备,存储,电网设备,1.2323741231488696,1.2323741231488696,STRONGER_RS20_MARGIN_4%,1.0,7013381.919171134,,
2025-11-20,2025-11-21,SELL,电网设备,电网设备,,,,DOUBLE_MA20_BREAK,0.0,6439106.449621416,-0.10679947156752356,1.0
2025-12-08,2025-12-09,BUY,CPO,,CPO,1.2049977664026834,1.2049977664026834,ENTRY_TOP1,1.0,6439106.449621416,,
2025-12-17,2025-12-18,SELL,CPO,CPO,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,6398015.222192021,-0.00638151081223548,2.0
2025-12-19,2025-12-22,BUY,商业航天,,商业航天,1.485014761578147,1.485014761578147,ENTRY_TOP1,1.0,6398015.222192021,,
2025-12-25,2025-12-26,SELL,商业航天,商业航天,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,6844219.708537032,0.06974107920176786,0.0
2025-12-26,2025-12-29,BUY,商业航天,,商业航天,1.6970087314960518,1.6970087314960518,ENTRY_TOP1,1.0,6844219.708537032,,
2025-12-31,2026-01-05,SELL,商业航天,商业航天,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,8238049.78154459,0.20365069100119415,0.0
2026-01-05,2026-01-06,BUY,商业航天,,商业航天,1.8931170762247616,1.8931170762247616,ENTRY_TOP1,1.0,8238049.78154459,,
2026-01-06,2026-01-07,SELL,商业航天,商业航天,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,8899156.440855825,0.0802503841130322,0.0
2026-01-07,2026-01-08,BUY,商业航天,,商业航天,1.8251982303793,1.8251982303793,ENTRY_TOP1,1.0,8899156.440855825,,
2026-01-12,2026-01-13,SELL,商业航天,商业航天,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,11527352.558587361,0.2953309266107007,0.0
2026-01-13,2026-01-14,BUY,商业航天,,商业航天,2.086098587575501,2.086098587575501,ENTRY_TOP1,1.0,11527352.558587361,,
2026-01-23,2026-01-26,SELL,商业航天,商业航天,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,10400251.058319803,-0.09777626688687657,1.0
2026-01-26,2026-01-27,BUY,黄金概念,,黄金概念,1.4348196105377957,1.4348196105377957,ENTRY_TOP1,1.0,10400251.058319803,,
2026-01-28,2026-01-29,SELL,黄金概念,黄金概念,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,12151561.609415034,0.16839118029696487,0.0
2026-01-29,2026-01-30,BUY,黄金概念,,黄金概念,1.6029028656494233,1.6029028656494233,ENTRY_TOP1,1.0,12151561.609415034,,
2026-02-04,2026-02-05,SELL,黄金概念,黄金概念,,,,DOUBLE_MA20_BREAK,0.0,10472603.273411963,-0.13816811287054775,1.0
2026-02-10,2026-02-11,BUY,光纤概念,,光纤概念,1.3983027805206143,1.3983027805206143,ENTRY_TOP1,1.0,10472603.273411963,,
2026-02-26,2026-02-27,SELL,光纤概念,光纤概念,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,11002368.027309535,0.05058577509973561,0.0
2026-02-27,2026-03-02,BUY,光纤概念,,光纤概念,1.4871877474865434,1.4871877474865434,ENTRY_TOP1,1.0,11002368.027309535,,
2026-03-10,2026-03-11,SELL,光纤概念,光纤概念,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,12266228.593248457,0.11487168605902198,0.0
2026-03-11,2026-03-12,BUY,光纤概念,,光纤概念,1.3470600103118204,1.3470600103118204,ENTRY_TOP1,1.0,12266228.593248457,,
2026-03-17,2026-03-18,SELL,光纤概念,光纤概念,,,,DOUBLE_MA20_BREAK,0.0,10863195.21724619,-0.11438180573077861,1.0
2026-04-08,2026-04-09,BUY,CPO,,CPO,1.1758901255309937,1.1758901255309937,ENTRY_TOP1,1.0,10863195.21724619,,
2026-04-22,2026-04-23,SWITCH,光纤概念,CPO,光纤概念,1.468649287743855,1.468649287743855,STRONGER_RS20_MARGIN_4%,1.0,14070263.212992053,,
2026-05-25,2026-05-26,SWITCH,被动元件,光纤概念,被动元件,1.57013069672953,1.57013069672953,STRONGER_RS20_MARGIN_4%,1.0,17699402.035161953,,
2026-06-09,2026-06-10,SELL,被动元件,被动元件,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,24854595.815959856,1.287963653318243,0.0
2026-06-15,2026-06-16,BUY,被动元件,,被动元件,1.8944961489088576,1.8944961489088576,ENTRY_TOP1,1.0,24854595.815959856,,
2026-06-25,2026-06-26,SELL,被动元件,被动元件,,,,SECTOR_DAILY_GAIN_OVER_8%_PAUSE,0.0,29054285.440919332,0.16897034480290096,0.0
2026-06-29,2026-06-30,BUY,存储,,存储,1.6574679828525916,1.6574679828525916,ENTRY_TOP1,1.0,29054285.440919332,,
2026-07-07,2026-07-08,SELL,存储,存储,,,,MARKET_MA180_AND_SECTOR_MA10_BREAK,0.0,25852791.94714791,-0.11019006130030373,1.0
2026-08-11,2026-08-12,BUY,黄金概念,,黄金概念,1.198634275545255,1.198634275545255,ENTRY_TOP1,1.0,25852791.94714791,,
2026-08-14,2026-08-17,SELL,黄金概念,黄金概念,,,,MARKET_MA180_AND_SECTOR_MA10_BREAK,0.0,25944056.509349998,0.0035301627146755443,0.0
2026-08-20,2026-08-21,BUY,黄金概念,,黄金概念,1.226795069804064,1.226795069804064,ENTRY_TOP1,1.0,25944056.509349998,,
2026-08-28,2026-08-31,SWITCH,液冷,黄金概念,液冷,1.3324612577935488,1.3324612577935488,STRONGER_RS20_MARGIN_4%,1.0,24599016.418974582,,
2026-09-08,2026-09-09,SELL,液冷,液冷,,,,MARKET_MA180_AND_SECTOR_MA10_BREAK,0.0,25233017.371303238,-0.027406629252079706,1.0
