date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-12-01,6.79,7.12,6.75,7.09,53185658.0,382084938.0,2445285583.0,0.021750284862330535
2025-12-02,7.07,7.08,6.91,7.02,34799496.0,250694028.0,2445285583.0,0.01423126044742235
2025-12-03,6.99,7.06,6.96,6.99,17094388.0,123312749.0,2445285583.0,0.0069907531941638245
2025-12-04,7.13,7.15,7.01,7.07,21739253.0,158130624.0,2445285583.0,0.00889027161127298
2025-12-05,7.04,7.06,6.94,6.96,24072948.0,172950632.0,2445285583.0,0.00984463662132506
2025-12-08,6.97,7.0,6.88,6.9,23481969.0,167134601.0,2445285583.0,0.009602955647900698
2025-12-09,6.9,6.93,6.83,6.86,17245002.0,121895389.0,2445285583.0,0.007052346817848147
2025-12-10,6.85,6.9,6.8,6.89,17670921.0,124870519.0,2445285583.0,0.007226526473165732
2025-12-11,6.9,6.92,6.78,6.8,20150703.0,142170459.0,2445285583.0,0.008240633789398986
2025-12-12,6.8,6.93,6.75,6.91,28147204.0,199431037.0,2445285583.0,0.011510804380348731
2025-12-15,6.89,7.09,6.88,7.0,25759786.0,186423522.0,2445285583.0,0.010534469339322155
2025-12-16,7.02,7.02,6.82,6.88,18067061.0,128081081.0,2445285583.0,0.007388528000821244
2025-12-17,6.87,6.99,6.84,6.97,14070367.0,100245791.0,2445285583.0,0.005754079236314706
2025-12-18,6.94,7.04,6.91,7.0,14273725.0,102783205.0,2445285583.0,0.005837242528739024
2025-12-19,6.98,7.06,6.93,7.01,16603360.0,119601272.0,2445285583.0,0.006789947201025967
2025-12-22,6.99,7.2,6.98,7.13,29232736.0,214666941.0,2445285583.0,0.011954732896325263
2025-12-23,7.14,7.2,7.04,7.08,26209757.0,192032378.0,2445285583.0,0.010718485064572517
2025-12-24,7.06,7.07,6.94,7.03,21821908.0,157379712.0,2445285583.0,0.008924073389099927
2025-12-25,7.01,7.06,6.94,6.99,19432575.0,140176129.0,2445285583.0,0.007946955208462454
2025-12-26,7.01,7.03,6.94,6.98,18692443.0,134243916.0,2445285583.0,0.007644278087579106
2025-12-29,6.98,7.15,6.93,7.04,27937170.0,202622263.0,2445285583.0,0.01142491093646627
2025-12-30,7.0,7.04,6.9,6.93,29709993.0,212327092.0,2445285583.0,0.012149907236417875
2025-12-31,6.93,6.97,6.88,6.89,14953854.0,106491068.0,2445285583.0,0.006115381411464364
2026-01-05,6.93,6.99,6.85,6.87,27907150.0,198372114.0,2445285583.0,0.01141263425180878
2026-01-06,6.86,6.99,6.85,6.92,26002901.0,185384183.0,2445285583.0,0.010633891264388974
2026-01-07,6.92,7.06,6.92,6.95,24805909.0,177996362.0,2445285583.0,0.01014438116040698
2026-01-08,6.97,7.09,6.87,6.88,30401590.0,217012555.0,2445285583.0,0.012432735959904443
2026-01-09,6.88,6.96,6.82,6.92,31573673.0,224128150.0,2445285583.0,0.01291205952364215
2026-01-12,6.86,7.24,6.82,7.19,67547003.0,492146683.0,2445285583.0,0.027623359606582198
2026-01-13,7.2,7.26,7.14,7.17,40158831.0,297444890.0,2445285583.0,0.01642296150567866
2026-01-14,7.16,7.46,7.1,7.2,50238204.0,376472729.0,2445285583.0,0.020544922993561036
2026-01-15,7.2,7.36,7.17,7.3,36081804.0,270651932.0,2445285583.0,0.014755660545682774
2026-01-16,7.32,7.33,7.09,7.12,34000647.0,251467122.0,2445285583.0,0.013904570998323347
2026-01-19,7.16,7.33,7.1,7.26,29562840.0,220788142.0,2445285583.0,0.012089728989335803
2026-01-20,7.28,7.34,7.14,7.34,32568197.0,242586547.0,2445285583.0,0.013318770300867554
2026-01-21,7.31,7.54,7.3,7.39,40308515.0,307864992.0,2445285583.0,0.016484174805687715
2026-01-22,7.38,7.48,7.33,7.38,24498728.0,186110872.0,2445285583.0,0.01001875943256645
2026-01-23,7.38,7.42,7.3,7.36,28433034.0,215659227.0,2445285583.0,0.011627694612715508
2026-01-26,7.43,7.59,7.33,7.58,52362907.0,404651172.0,2445285583.0,0.021413820685827027
2026-01-27,7.54,7.65,7.4,7.44,41334273.0,319205018.0,2445285583.0,0.016903658733099396
2026-01-28,7.54,7.62,7.41,7.54,39783877.0,307656857.0,2445285583.0,0.016269623996715808
2026-01-29,7.53,7.77,7.52,7.65,53246286.0,419917533.0,2445285583.0,0.021775078694356333
2026-01-30,7.61,7.78,7.44,7.59,40461980.0,315819717.0,2445285583.0,0.01654693434635933
2026-02-02,7.5,7.54,7.12,7.13,60718206.0,455386007.0,2445285583.0,0.024830721786494907
2026-02-03,7.22,7.29,7.15,7.25,35002480.0,260483452.0,2445285583.0,0.014314270792476186
2026-02-04,7.25,7.46,7.22,7.4,31936691.0,242151576.0,2445285583.0,0.013060515803155578
2026-02-05,7.39,7.49,7.32,7.37,24543330.0,186931998.0,2445285583.0,0.010036999428872026
2026-02-06,7.31,7.41,7.24,7.28,24812500.0,187185966.0,2445285583.0,0.010147076551099104
2026-02-09,7.34,7.54,7.33,7.47,31107710.0,239156049.0,2445285583.0,0.012721503866977978
2026-02-10,7.47,7.65,7.36,7.59,29213090.0,226572135.0,2445285583.0,0.011946698660922829
2026-02-11,7.59,8.0,7.58,7.81,51153088.0,414264232.0,2445285583.0,0.02091906497777769
2026-02-12,7.87,8.02,7.81,7.88,40236550.0,327878062.0,2445285583.0,0.01645474470537538
2026-02-13,7.82,7.86,7.52,7.57,42074284.0,330754872.0,2445285583.0,0.017206286371009943
2026-02-24,7.71,8.02,7.71,7.85,48372092.0,393955632.0,2445285583.0,0.01978177613947843
2026-02-25,7.84,8.44,7.83,8.14,85916464.0,725633206.0,2445285583.0,0.035135554144392955
2026-02-26,7.98,8.23,7.98,8.19,58014239.0,485709242.0,2445285583.0,0.02372493397226233
2026-02-27,8.17,8.29,8.04,8.12,35970576.0,301514270.0,2445285583.0,0.014710173834121034
2026-03-02,8.38,8.53,7.84,8.23,122931574.0,1027619577.0,2445285583.0,0.050272890354664146
2026-03-03,8.23,9.05,8.04,9.03,219999146.0,1977183820.0,2445285583.0,0.08996869221716587
2026-03-04,8.62,8.62,8.13,8.13,146791720.0,1235919792.0,2445285583.0,0.060030501557985096
2026-03-05,7.91,8.32,7.78,8.18,118317955.0,983665068.0,2445285583.0,0.04838614999514353
2026-03-06,7.99,8.23,7.81,8.04,95404428.0,780737936.0,2445285583.0,0.039015658810269936
2026-03-09,8.08,8.2,7.47,7.67,103211280.0,819040939.0,2445285583.0,0.04220827240692892
2026-03-10,7.57,7.91,7.55,7.71,58788725.0,468910015.0,2445285583.0,0.024041660167919945
2026-03-11,7.71,8.06,7.63,8.02,66734800.0,539352692.0,2445285583.0,0.027291209036666538
2026-03-12,8.01,8.08,7.86,7.95,42434203.0,347023821.0,2445285583.0,0.01735347531388934
2026-03-13,7.91,8.2,7.86,8.08,57790716.0,478361547.0,2445285583.0,0.02363352419928777
2026-03-16,8.08,8.31,8.03,8.24,65901528.0,555855314.0,2445285583.0,0.026950442295230265
2026-03-17,8.22,8.3,8.0,8.02,49100533.0,411842680.0,2445285583.0,0.020079672223708524
2026-03-18,8.02,8.34,7.89,8.14,55535588.0,468055507.0,2445285583.0,0.02271128917869222
2026-03-19,8.08,8.09,7.72,7.79,51511449.0,414518148.0,2445285583.0,0.02106561677626347
2026-03-20,7.78,7.99,7.74,7.76,41619600.0,336336761.0,2445285583.0,0.01702034326352138
2026-03-23,7.69,7.85,7.57,7.68,53319224.0,424107236.0,2445285583.0,0.021804906703202037
2026-03-24,7.75,7.99,7.69,7.96,43819247.0,355017167.0,2445285583.0,0.01791988931871112
2026-03-25,7.96,8.25,7.89,8.15,49143636.0,411660976.0,2445285583.0,0.020097299203681602
2026-03-26,8.33,8.68,8.23,8.54,100143568.0,878571894.0,2445285583.0,0.04095373100639591
2026-03-27,8.45,8.84,8.4,8.71,81651429.0,727932035.0,2445285583.0,0.03339136727736557
2026-03-30,8.61,8.94,8.55,8.9,74470417.0,675468881.0,2445285583.0,0.03045469106665076
2026-03-31,8.86,8.98,8.67,8.73,61902793.0,562043712.0,2445285583.0,0.025315158863389087
2026-04-01,8.81,9.03,8.76,8.89,62684536.0,573285981.0,2445285583.0,0.025634852810564334
2026-04-02,8.85,9.57,8.85,9.32,96216158.0,920833112.0,2445285583.0,0.039347615946746455
2026-04-03,9.42,9.78,9.12,9.15,72960596.0,703299193.0,2445285583.0,0.02983724948416383
2026-04-07,9.11,9.22,8.91,8.93,57879734.0,538461365.0,2445285583.0,0.02366992812716387
2026-04-08,9.11,9.33,8.96,9.14,68447789.0,645308079.0,2445285583.0,0.02799173621104198
2026-04-09,9.03,9.29,8.97,9.21,40017433.0,376760756.0,2445285583.0,0.01636513676693116
2026-04-10,9.32,9.32,8.85,8.89,50051985.0,464260115.0,2445285583.0,0.020468768698416687
2026-04-13,8.79,8.85,8.59,8.62,35389592.0,315659753.0,2445285583.0,0.014472580317830304
2026-04-14,8.62,8.66,8.4,8.51,34565654.0,302218048.0,2445285583.0,0.014135630717453095
2026-04-15,8.5,8.84,8.42,8.77,38239650.0,341813057.0,2445285583.0,0.015638112074044808
2026-04-16,8.81,8.91,8.73,8.85,31390202.0,284817259.0,2445285583.0,0.012837029023615684
2026-04-17,8.79,8.87,8.53,8.78,29383703.0,263563467.0,2445285583.0,0.012016470879426111
2026-04-20,8.78,8.93,8.64,8.69,26553529.0,238733807.0,2445285583.0,0.010859070688758892
2026-04-21,8.71,8.77,8.56,8.73,28805081.0,257338404.0,2445285583.0,0.011779843303480517
2026-04-22,8.66,8.91,8.65,8.89,31161478.0,283619254.0,2445285583.0,0.012743492300710955
2026-04-23,8.82,8.84,8.68,8.8,23485300.0,211937603.0,2445285583.0,0.00960431786097845
