date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-12-01,16.99,17.23,16.89,17.05,6759600.0,115561135.0,368503289.0,0.01834339123089889
2025-12-02,16.92,17.03,16.77,16.97,4758539.0,80418331.0,368503289.0,0.012913152045163972
2025-12-03,16.96,17.08,16.78,16.86,3144700.0,53245486.0,368503289.0,0.008533709450826639
2025-12-04,16.89,16.96,16.5,16.53,4056600.0,67494440.0,368503289.0,0.011008314229727268
2025-12-05,16.58,16.67,16.29,16.63,3790600.0,62485295.0,368503289.0,0.010286475353548336
2025-12-08,16.63,16.72,16.42,16.55,4316000.0,71408544.0,368503289.0,0.011712242818001008
2025-12-09,16.47,16.59,16.18,16.2,3583000.0,58570480.0,368503289.0,0.009723115388530493
2025-12-10,16.2,16.39,16.18,16.31,3927588.0,63943275.0,368503289.0,0.010658216947420515
2025-12-11,16.33,16.87,16.14,16.21,6022800.0,98953236.0,368503289.0,0.016343951817482966
2025-12-12,16.44,17.03,16.28,16.82,8968500.0,150216607.0,368503289.0,0.024337638951168222
2025-12-15,16.68,17.3,16.63,16.99,7291600.0,123900237.0,368503289.0,0.019787068983256755
2025-12-16,16.87,16.88,15.82,15.98,9080588.0,147221285.0,368503289.0,0.024641809913398087
2025-12-17,16.05,16.49,15.65,16.38,7094888.0,113896699.0,368503289.0,0.019253255565922507
2025-12-18,16.3,16.57,16.21,16.28,5277700.0,86413087.0,368503289.0,0.014321988860186265
2025-12-19,16.23,16.39,16.08,16.29,3680700.0,59864437.0,368503289.0,0.009988241923127042
2025-12-22,16.4,16.85,16.36,16.76,6606000.0,110392879.0,368503289.0,0.017926569985105344
2025-12-23,16.8,17.05,16.71,16.83,6211618.0,104880684.0,368503289.0,0.016856343445010608
2025-12-24,16.91,17.16,16.81,17.06,5732500.0,97452568.0,368503289.0,0.0155561705176531
2025-12-25,16.98,17.08,16.7,17.0,4550000.0,76894920.0,368503289.0,0.012347243934639617
2025-12-26,17.05,17.29,16.93,16.97,5665900.0,96876563.0,368503289.0,0.015375439430609804
2025-12-29,17.1,17.34,16.85,17.04,7416818.0,127213588.0,368503289.0,0.020126870563698007
2025-12-30,16.84,16.9,16.4,16.68,6464900.0,107734708.0,368503289.0,0.017543669739132232
2025-12-31,16.66,16.78,16.48,16.51,4535600.0,75103603.0,368503289.0,0.012308166942846472
2026-01-05,16.65,17.04,16.58,16.97,6717700.0,112578510.0,368503289.0,0.018229688039500782
2026-01-06,16.98,17.09,16.89,16.96,5425784.0,92098723.0,368503289.0,0.01472384144717905
2026-01-07,17.04,17.67,17.0,17.46,10084100.0,174710062.0,368503289.0,0.027365020343142716
2026-01-08,17.35,17.56,17.13,17.32,8228500.0,142180684.0,368503289.0,0.02232951576179826
2026-01-09,17.29,17.68,17.16,17.53,7431300.0,129438253.0,368503289.0,0.020166170077249974
2026-01-12,17.63,17.85,17.23,17.75,11305800.0,198781203.0,368503289.0,0.030680323181593097
2026-01-13,18.03,19.51,18.03,18.44,23382042.0,440606013.0,368503289.0,0.06345137939867886
2026-01-14,18.36,18.64,18.09,18.3,16571700.0,304269023.0,368503289.0,0.04497029061794887
2026-01-15,18.3,19.0,18.17,18.8,13432862.0,251214771.0,368503289.0,0.03645248875919802
2026-01-16,18.8,18.88,18.07,18.21,13352897.0,244661136.0,368503289.0,0.03623548933914671
2026-01-19,18.22,18.87,18.22,18.72,11794359.0,219725746.0,368503289.0,0.03200611596169498
2026-01-20,18.84,19.09,18.45,18.87,11253600.0,211176525.0,368503289.0,0.030538669086342944
2026-01-21,19.52,20.0,19.13,19.61,20223597.0,393117816.0,368503289.0,0.054880370416449664
2026-01-22,19.55,19.6,18.9,19.17,13863600.0,264956537.0,368503289.0,0.0376213738488505
2026-01-23,19.69,19.69,19.22,19.31,12340438.0,239800617.0,368503289.0,0.03348799961457061
2026-01-26,19.9,20.5,19.69,20.01,19358033.0,387232772.0,368503289.0,0.052531506713363416
2026-01-27,19.6,20.45,19.35,19.71,17640900.0,350084888.0,368503289.0,0.04787175725858989
2026-01-28,20.09,21.08,19.88,21.03,22689464.0,467853894.0,368503289.0,0.06157194434158768
2026-01-29,21.98,22.87,20.55,21.21,33250391.0,715731175.0,368503289.0,0.09023092057124081
2026-01-30,20.52,20.86,19.09,19.25,23651463.0,465187946.0,368503289.0,0.06418250177408864
2026-02-02,18.54,19.4,18.54,18.76,19036295.0,362246336.0,368503289.0,0.05165841274214516
2026-02-03,19.0,19.36,18.75,19.21,12076200.0,229857251.0,368503289.0,0.032770942242526364
2026-02-04,19.71,20.47,19.4,20.07,16886504.0,337479024.0,368503289.0,0.04582456793214673
2026-02-05,20.02,20.3,19.58,20.0,9383962.0,187016896.0,368503289.0,0.025465069865360145
2026-02-06,19.76,21.09,19.66,20.6,11978400.0,244688796.0,368503289.0,0.032505544339931254
2026-02-09,20.93,21.61,20.8,20.94,8899200.0,187581246.0,368503289.0,0.02414958092816371
2026-02-10,20.53,20.53,19.13,19.46,19936838.0,390416915.0,368503289.0,0.054102198257448934
2026-02-11,19.38,20.59,19.22,20.17,14890438.0,297212355.0,368503289.0,0.04040788357794006
2026-02-12,20.07,20.73,20.07,20.35,8943400.0,182913337.0,368503289.0,0.02426952558352878
2026-02-13,20.42,20.42,19.7,19.72,7842600.0,156320694.0,368503289.0,0.021282306655341685
2026-02-24,20.3,20.6,20.16,20.45,8294100.0,169355541.0,368503289.0,0.022507533168855922
2026-02-25,20.42,20.94,20.27,20.88,7109801.0,146989383.0,368503289.0,0.019293724675548282
2026-02-26,20.75,21.06,20.65,20.82,5705700.0,118729925.0,368503289.0,0.015483443894038081
2026-02-27,20.66,21.28,20.62,21.16,7330900.0,153853727.0,368503289.0,0.019893716606692213
2026-03-02,21.36,21.59,20.61,21.3,11242900.0,238124727.0,368503289.0,0.03050963271049665
2026-03-03,21.01,21.19,20.0,20.1,10942900.0,224731351.0,368503289.0,0.029695528714806126
2026-03-04,19.37,20.04,19.37,19.51,8818200.0,173368335.0,368503289.0,0.02392977284932727
2026-03-05,19.96,20.4,19.23,19.46,5868515.0,114928247.0,368503289.0,0.015925271700899257
2026-03-06,19.44,19.97,19.22,19.62,4929415.0,96584658.0,368503289.0,0.013376854826389352
2026-03-09,19.38,19.65,18.8,19.52,6422100.0,123496636.0,368503289.0,0.017427524235747054
2026-03-10,19.63,19.98,19.47,19.76,4813900.0,95061591.0,368503289.0,0.013063384082848715
2026-03-11,19.82,20.28,19.4,19.44,4789100.0,94544462.0,368503289.0,0.012996084819204966
2026-03-12,19.37,19.54,18.98,19.08,3844200.0,74057364.0,368503289.0,0.010431928600778377
2026-03-13,19.0,19.25,18.78,18.91,3811200.0,72347357.0,368503289.0,0.01034237716125242
2026-03-16,18.75,18.88,17.92,18.55,8650200.0,158288548.0,368503289.0,0.023473874611740574
2026-03-17,18.55,18.66,18.08,18.15,6728800.0,122959696.0,368503289.0,0.01825980988734133
2026-03-18,18.2,18.32,18.05,18.31,3980400.0,72411661.0,368503289.0,0.010801531814821875
2026-03-19,18.0,18.12,17.29,17.35,5586500.0,98593013.0,368503289.0,0.015159973239750378
2026-03-20,17.51,17.6,16.98,16.99,5096100.0,88200070.0,368503289.0,0.013829184574794935
2026-03-23,16.5,16.55,15.29,15.29,11467838.0,181841925.0,368503289.0,0.03112004245910543
2026-03-24,15.59,15.77,15.19,15.73,9159600.0,141557473.0,368503289.0,0.024856223196423086
2026-03-25,16.3,16.7,15.9,16.23,8493800.0,138136905.0,368503289.0,0.02304945506198725
2026-03-26,16.09,16.37,15.66,15.75,4827800.0,76956248.0,368503289.0,0.013101104234649042
2026-03-27,15.55,16.04,15.26,15.9,4257300.0,67374199.0,368503289.0,0.011552949802844228
2026-03-30,15.8,16.39,15.63,16.38,6496400.0,104469257.0,368503289.0,0.01762915065867974
2026-03-31,16.4,16.56,15.95,16.0,5116900.0,82766818.0,368503289.0,0.013885629118496145
2026-04-01,16.36,16.56,16.25,16.37,4686300.0,76784779.0,368503289.0,0.01271711851668168
2026-04-02,16.27,16.44,15.9,16.06,3990200.0,64584710.0,368503289.0,0.0108281258786811
2026-04-03,16.1,16.27,15.77,15.8,3250100.0,51719734.0,368503289.0,0.008819731321312576
2026-04-07,15.75,16.78,15.75,16.55,5701300.0,93549810.0,368503289.0,0.015471503702101286
2026-04-08,17.3,17.56,17.08,17.52,6040700.0,104760074.0,368503289.0,0.016392526689225834
2026-04-09,17.3,17.87,17.16,17.68,5968675.0,104698932.0,368503289.0,0.016197073888260465
2026-04-10,18.19,18.99,18.05,18.42,8857501.0,163234182.0,368503289.0,0.024036423186442713
2026-04-13,18.31,19.4,18.09,19.28,11395282.0,214331660.0,368503289.0,0.030923148694067693
2026-04-14,20.4,20.5,18.92,19.06,28836078.0,559026836.0,368503289.0,0.07825188773281207
2026-04-15,19.78,20.97,19.63,20.36,37799309.0,778980020.0,368503289.0,0.10257522830413597
2026-04-16,20.16,21.66,19.9,21.52,34126906.0,715567691.0,368503289.0,0.09260950178384975
2026-04-17,21.4,21.6,20.55,21.11,21320268.0,445790270.0,368503289.0,0.05785638455997607
2026-04-20,20.72,21.2,20.51,20.76,15443200.0,321951131.0,368503289.0,0.041907902754159676
2026-04-21,20.41,22.5,20.41,21.91,21555290.0,467115642.0,368503289.0,0.05849415905756
2026-04-22,21.88,22.4,21.69,22.02,12107300.0,265339522.0,368503289.0,0.03285533769007961
2026-04-23,22.0,22.08,21.33,21.51,10170032.0,219841357.0,368503289.0,0.02759821229166831
2026-04-24,21.28,21.35,20.71,20.9,8915927.0,187054083.0,368503289.0,0.02419497265328343
2026-04-27,20.9,21.96,20.9,21.52,16418500.0,354547460.0,368503289.0,0.04455455484414957
2026-04-28,21.5,22.68,21.3,21.98,20034699.0,439942576.0,368503289.0,0.05436776169452317
2026-04-29,21.98,22.85,21.7,22.42,14433200.0,322748743.0,368503289.0,0.03916708596866825
2026-04-30,22.4,22.54,21.83,22.07,10165800.0,224427130.0,368503289.0,0.027586727997969105
2026-05-06,22.42,23.13,22.3,22.85,14552000.0,331246036.0,368503289.0,0.03948947115096169
2026-05-07,23.45,25.14,23.38,25.14,12604400.0,309733806.0,368503289.0,0.03420430801093881
2026-05-08,26.19,27.65,25.68,27.65,11390500.0,306876651.0,368503289.0,0.03091017187637639
