date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-12-01,33.61,33.61,31.49,31.65,10210585.0,328307955.0,199775190.0,0.05111037561771309
2025-12-02,31.65,33.1,31.3,31.55,10603452.0,340027250.0,199775190.0,0.053076921113177265
2025-12-03,31.38,31.82,30.08,30.63,8824734.0,270724755.0,199775190.0,0.04417332302374484
2025-12-04,30.53,30.53,29.67,29.81,4944987.0,148434712.0,199775190.0,0.02475275833800984
2025-12-05,30.58,32.03,29.93,31.42,10902439.0,339686151.0,199775190.0,0.05457353838582259
2025-12-08,31.43,33.91,30.94,33.49,15022453.0,490064489.0,199775190.0,0.07519678995174527
2025-12-09,32.99,33.34,32.51,32.68,7760840.0,255555822.0,199775190.0,0.03884786694483935
2025-12-10,32.58,32.69,31.58,32.44,6152927.0,198147809.0,199775190.0,0.030799254902473126
2025-12-11,32.42,33.27,31.2,31.22,8581640.0,275727042.0,199775190.0,0.04295648523723091
2025-12-12,31.4,32.42,30.71,32.09,9350105.0,297274755.0,199775190.0,0.04680313406284334
2025-12-15,31.45,32.27,30.34,30.43,7528838.0,233757926.0,199775190.0,0.03768655156829034
2025-12-16,30.16,30.19,28.46,28.87,7338133.0,214490743.0,199775190.0,0.03673195355239056
2025-12-17,28.87,30.21,28.63,29.97,5918048.0,174457279.0,199775190.0,0.029623538338269133
2025-12-18,29.48,30.07,29.23,29.35,3489069.0,103371649.0,199775190.0,0.017464976506842516
2025-12-19,29.43,29.84,28.43,28.52,5063490.0,146993893.0,199775190.0,0.025345940103973872
2025-12-22,29.03,31.37,28.68,30.59,8900940.0,268554005.0,199775190.0,0.04455478180248508
2025-12-23,30.68,30.93,29.99,30.69,5313770.0,162500549.0,199775190.0,0.026598748323052528
2025-12-24,30.69,31.5,30.2,31.32,5871533.0,182119201.0,199775190.0,0.029390701618153887
2025-12-25,31.13,31.71,30.71,31.17,5466012.0,170943906.0,199775190.0,0.02736081492401534
2025-12-26,31.43,31.81,30.52,30.68,7517529.0,234122863.0,199775190.0,0.03762994293735874
2025-12-29,30.53,30.96,29.96,30.3,4488869.0,136713991.0,199775190.0,0.02246960195607873
2025-12-30,30.3,30.49,29.64,29.81,4678026.0,140413361.0,199775190.0,0.0234164512620411
2025-12-31,29.86,30.31,28.77,28.91,5422410.0,158184689.0,199775190.0,0.02714255959411176
2026-01-05,29.31,30.07,29.14,29.91,5288318.0,157529811.0,199775190.0,0.026471345115477052
2026-01-06,29.94,31.23,29.93,30.78,6855906.0,211088687.0,199775190.0,0.0343181052662245
2026-01-07,31.48,31.92,30.59,30.93,7370150.0,229894705.0,199775190.0,0.036892218698427966
2026-01-08,30.84,31.58,30.53,31.02,5308478.0,165283296.0,199775190.0,0.026572258547220003
2026-01-09,31.92,32.51,30.78,31.25,8021395.0,252310845.0,199775190.0,0.04015210797697152
2026-01-12,30.92,32.16,30.44,32.14,10295767.0,323026523.0,199775190.0,0.05153676490058651
2026-01-13,31.85,32.39,31.28,31.98,8159629.0,260169060.0,199775190.0,0.04084405576087802
2026-01-14,31.92,32.8,30.73,31.23,10857107.0,346533304.0,199775190.0,0.05434662332194503
2026-01-15,30.73,31.82,30.63,31.8,6494377.0,204651237.0,199775190.0,0.032508426096353606
2026-01-16,32.02,34.01,31.71,33.08,10772250.0,353468513.0,199775190.0,0.053921860867708345
2026-01-19,33.25,33.87,32.55,33.07,8377912.0,278882024.0,199775190.0,0.04193669894645076
2026-01-20,32.82,33.06,30.87,31.27,8482631.0,269063310.0,199775190.0,0.04246088315571118
2026-01-21,31.03,32.66,30.87,31.96,7256290.0,233249698.0,199775190.0,0.03632227805664958
2026-01-22,32.32,33.05,31.23,31.71,6169291.0,196263281.0,199775190.0,0.030881166975739078
2026-01-23,31.98,32.31,31.58,32.22,5937198.0,190379777.0,199775190.0,0.029719396087171786
2026-01-26,32.32,32.61,30.14,30.44,8390120.0,259870846.0,199775190.0,0.04199780763567288
2026-01-27,30.15,30.53,28.13,30.48,9122881.0,268623400.0,199775190.0,0.045665735570067534
