date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-12-01,56.23,56.93,55.44,56.66,2955363.0,167405546.0,241469190.00000003,0.012239089384446934
2025-12-02,56.81,56.82,55.92,56.04,1550363.0,87485429.0,241469190.00000003,0.006420541684841862
2025-12-03,56.13,57.29,55.93,56.39,2060560.0,117003946.0,241469190.00000003,0.008533428219144644
2025-12-04,56.44,56.95,55.36,56.48,1614502.0,90985435.0,241469190.00000003,0.00668616149331515
2025-12-05,56.63,57.71,55.64,57.15,2848626.0,162453585.0,241469190.00000003,0.011797057835825762
2025-12-08,57.43,59.3,56.93,58.56,3924715.0,230094502.0,241469190.00000003,0.01625348144829574
2025-12-09,58.62,59.62,58.31,58.65,3252518.0,192266116.0,241469190.00000003,0.013469701869625685
2025-12-10,58.66,58.86,57.61,58.35,2538218.0,147719036.0,241469190.00000003,0.010511560501776644
2025-12-11,58.7,59.2,57.49,57.67,2437356.0,142798296.0,241469190.00000003,0.010093859179301508
2025-12-12,57.41,59.02,56.44,58.39,3236473.0,187020528.0,241469190.00000003,0.013403254469027704
2025-12-15,57.85,58.38,57.08,57.87,2299601.0,133260871.0,241469190.00000003,0.009523372319259446
2025-12-16,57.83,58.01,55.53,56.44,2890817.0,163279088.0,241469190.00000003,0.01197178406073255
2025-12-17,56.22,59.06,55.92,58.84,4131484.0,239589036.0,241469190.00000003,0.01710977702786844
2025-12-18,58.99,59.0,57.05,57.14,2557842.0,148138353.0,241469190.00000003,0.010592829669077035
2025-12-19,57.72,57.97,56.48,56.62,2922011.0,166884477.0,241469190.00000003,0.012100968243609048
2025-12-22,56.83,59.25,56.83,58.8,3945902.0,231520799.0,241469190.00000003,0.01634122349107975
2025-12-23,58.77,62.32,58.77,61.72,8349502.0,512273606.0,241469190.00000003,0.03457791861562131
2025-12-24,62.76,66.75,62.02,66.28,10956550.0,705364516.0,241469190.00000003,0.04537452583495227
2025-12-25,65.33,66.18,64.11,64.47,4748051.0,308671043.0,241469190.00000003,0.019663175248154845
2025-12-26,64.46,64.85,62.95,63.5,4437881.0,283493513.0,241469190.00000003,0.018378663547096833
2025-12-29,63.9,64.8,62.93,63.56,4350141.0,278348289.0,241469190.00000003,0.01801530456121545
2025-12-30,63.06,64.46,62.83,62.83,3157953.0,200682954.0,241469190.00000003,0.01307807840826401
2025-12-31,63.41,63.91,61.9,61.9,3168384.0,199137915.0,241469190.00000003,0.013121276465954103
2026-01-05,62.21,64.0,62.21,63.53,4451362.0,282843120.0,241469190.00000003,0.018434492615807423
2026-01-06,64.39,65.09,63.42,64.21,6878810.0,442175504.0,241469190.00000003,0.02848731964521022
2026-01-07,64.31,66.49,64.31,65.5,9391812.0,614426477.0,241469190.00000003,0.03889445274571054
2026-01-08,63.61,64.71,62.53,63.04,6123790.0,389628332.0,241469190.00000003,0.02536054392694985
2026-01-09,62.53,63.98,61.99,63.86,4610631.0,292256015.0,241469190.00000003,0.019094075728667493
2026-01-12,63.87,64.22,62.06,62.92,4984199.0,313417054.0,241469190.00000003,0.020641138523718076
