date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-12-01,13.17,13.35,13.13,13.2,4973135.0,67643126.0,246115363.0,0.02020651998063201
2025-12-02,13.19,13.19,12.98,13.01,3399200.0,45608834.0,246115363.0,0.013811409245508985
2025-12-03,13.05,13.11,12.93,13.0,2514800.0,33703295.0,246115363.0,0.010217972455461872
2025-12-04,13.0,13.01,12.78,12.93,2661187.0,35351959.0,246115363.0,0.010812762631156837
2025-12-05,12.93,13.29,12.85,13.29,5574306.0,75658191.0,246115363.0,0.022649159044980056
2025-12-08,13.37,13.56,13.34,13.45,5180500.0,71756756.0,246115363.0,0.021049072015874117
2025-12-09,13.37,13.56,13.31,13.48,3890305.0,53879314.0,246115363.0,0.015806835268548432
2025-12-10,13.48,13.5,13.27,13.48,2950204.0,40670507.0,246115363.0,0.011987077783518943
2025-12-11,13.56,13.6,13.3,13.31,3103800.0,42798587.0,246115363.0,0.012611159101026944
2025-12-12,13.33,13.38,13.06,13.08,4559100.0,62093321.0,246115363.0,0.01852423978912686
2025-12-15,13.08,13.38,13.02,13.23,3991708.0,54477671.0,246115363.0,0.016218849369431684
2025-12-16,13.28,13.3,12.93,13.02,3303600.0,44380558.0,246115363.0,0.013422973518317099
2025-12-17,13.0,13.3,12.89,13.29,3514008.0,47311897.0,246115363.0,0.014277889674038756
2025-12-18,13.25,13.4,13.17,13.29,2728400.0,37364052.0,246115363.0,0.011085858138811107
2025-12-19,13.38,13.52,13.35,13.36,3198908.0,44161848.0,246115363.0,0.012997595765689767
2025-12-22,13.35,13.6,13.28,13.53,4458600.0,61892190.0,246115363.0,0.018115894699348777
2025-12-23,13.53,14.07,13.47,13.88,10571338.0,151024568.0,246115363.0,0.042952775768004374
2025-12-24,13.8,14.53,13.76,14.47,14392908.0,211214030.0,246115363.0,0.05848033143709115
2025-12-25,14.46,14.49,14.27,14.33,8723300.0,128723452.0,246115363.0,0.03544394747921527
2025-12-26,14.28,14.41,14.15,14.32,7454900.0,109819571.0,246115363.0,0.030290266764045934
2025-12-29,14.24,14.24,13.97,14.07,5433200.0,78771119.0,246115363.0,0.022075826286390744
2025-12-30,14.02,14.11,13.93,14.0,4568800.0,65853608.0,246115363.0,0.01856365220077708
2025-12-31,13.99,14.36,13.89,14.15,6676405.0,97032570.0,246924588.0,0.027038234847636962
2026-01-05,14.13,14.52,14.05,14.45,8579880.0,127082415.0,246924588.0,0.0347469649316576
